Device name: DESKTOP-54UO011
Date & time: 2023-04-13 14:12:53.685033
======================================================
datetime,window_title,data_ID,logged_data
2023-04-13 14:46:38.620542,B2C5 PI6 - Casusdocumentatie.docx - Word,0,"[CTRL]leftleftleft[BACKSPACE][SHIFT]Couldright[CTRL]rightrightrightleftsplitst [CTRL][BACKSPACE][BACKSPACE][BACKSPACE][SHIFT]Als een c[CTRL][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE]het clipoard [CTRL][BACKSPACE]clipboard meer dan het vastgestelde maximale aanta ka[BACKSPACE][BACKSPACE][BACKSPACE]l karakters bevat,, [BACKSPACE][BACKSPACE] dient deze opgesplitst te worden in vershc[BACKSPACE][BACKSPACE]chillende rie[BACKSPACE]jen.[CTRL]s[SHIFT]Porjec[BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE]ro[BACKSPACE][BACKSPACE][BACKSPACE]rojectgroep [SHIFT]Trojanright[SHIFT]N.v.t.[CTRL]s[SHIFT]Clipboard opsplitsenupup[SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT]Max a[BACKSPACE][BACKSPACE]. karakters clipboardupupup[SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT]DB toegang systeembeheerder[CTRL]s[CTRL]fbegrippenlijst[ENTER]"
2023-04-13 14:47:38.621229,B2C5 PI6 - Casusdocumentatie.docx - Word,0,[CTRL][CTRL][TAB][SHIFT]DB[TAB][SHIFT]Databaseleftleftleftlefteen rij in [SHIFT][SHIFT][SHIFT][SHIFT][SHIFT]up[CTRL]rightrightrightrightrightrightrightrightrightright[SHIFT]Er s vo[CTRL][BACKSPACE][BACKSPACE][BACKSPACE]is voor nu gekozen om de data na 200 karakters af te kappen. [CTRL]rightrightrightrightrightrightrightrightleftleftlefthet besparen van [CTRL]rightright[BACKSPACE]in down[SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][SHIFT][ENTER][BACKSPACE][SHIFT]Er zou besloten kunnen worde [BACKSPACE]n om data na 200 karakters op te psl
2023-04-13 14:48:38.621410,B2C5 PI6 - Casusdocumentatie.docx - Word,0,"[BACKSPACE][BACKSPACE][BACKSPACE]splitsen in m[BACKSPACE]verschillende rijen, maar dit is een afweging die per bdrij[BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE]edrijf ka v[BACKSPACE][BACKSPACE]n verschillen. [CTRL]s[CTRL]s"
2023-04-13 14:49:24.949059,Desktop,0,No input available.
2023-04-13 14:49:25.172020,Task switching,0,No input available.
2023-04-13 14:49:26.334322,Desktop,0,No input available.
2023-04-13 14:49:26.334322,Python Move Files Or Directories [5 Ways]– PYnative - Google Chrome,0,No input available.
2023-04-13 14:49:27.444908,Desktop,0,No input available.
2023-04-13 14:49:27.672085,Task switching,0,No input available.
2023-04-13 14:49:28.399426,Desktop,0,No input available.
2023-04-13 14:49:28.400426,B2F3 PI7 - Norm document.docx - Google Chrome,0,No input available.
2023-04-13 14:49:29.749997,(1) WhatsApp - Google Chrome,0,No input available.
2023-04-13 14:49:30.005022,WhatsApp - Google Chrome,0,No input available.
2023-04-13 14:49:47.032742,Desktop,0,No input available.
2023-04-13 14:49:47.035714,B2C5 PI6 - Casusdocumentatie.docx - Word,0,[CTRL]ss
2023-04-13 14:50:47.036097,B2C5 PI6 - Casusdocumentatie.docx - Word,0, [SHIFT])sta[BACKSPACE][BACKSPACE][BACKSPACE][SHIFT][BACKSPACE](standaard 200[SHIFT])[CTRL]sdown[CTRL][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE][BACKSPACE]upupupupupupupupup[CTRL]rightrightdown[CTRL][BACKSPACE][BACKSPACE][SHIFT]De database 
2023-04-13 14:51:32.203714,Desktop,0,No input available.
2023-04-13 14:51:32.203714,Nieuwe melding,0,No input available.
2023-04-13 14:51:32.295471,Task switching,0,No input available.
2023-04-13 14:51:32.303450,#b2c5-security | ICT++ - Discord,0,[SHIFT]Volgens mij is we me[BACKSPACE][CTRL][BACKSPACE][BACKSPACE]l meer voor jou m[BACKSPACE]sect[BACKSPACE][BACKSPACE][BACKSPACE]lechts een concept[ENTER]zoals op tijd komen[ENTER]goede punten halen[ENTER]i[BACKSPACE][BACKSPACE][BACKSPACE]werken[ENTER]raised[ENTER][ENTER][ENTER]
2023-04-13 14:52:23.123939,Desktop,0,No input available.
2023-04-13 14:52:56.440352,B2C5 PI6 - Casusdocumentatie.docx - Word,1,Vrijwaring tegen risico
2023-04-13 14:52:23.126919,B2C5 PI6 - Casusdocumentatie.docx - Word,0,[CTRL]ccc
2023-04-13 14:52:57.065176,Desktop,0,No input available.
2023-04-13 14:52:57.176855,Task switching,0,No input available.
2023-04-13 14:52:57.575615,Desktop,0,No input available.
2023-04-13 14:52:57.575615,Python Move Files Or Directories [5 Ways]– PYnative - Google Chrome,0,[CTRL]t
2023-04-13 14:52:58.088288,Nieuw tabblad - Google Chrome,0,v[ENTER]
2023-04-13 14:52:58.830732,Vrijwaring tegen risico - Google Zoeken - Google Chrome,0,No input available.
2023-04-13 14:53:06.874261,ISO 25010 - Wikipedia - Google Chrome,0,No input available.
2023-04-13 14:54:06.874971,ISO 25010 - Wikipedia - Google Chrome,0,No input available.
2023-04-13 14:55:06.875272,ISO 25010 - Wikipedia - Google Chrome,0,No input available.
2023-04-13 14:55:10.680812,Desktop,0,No input available.
2023-04-13 14:55:10.963350,Task switching,0,No input available.
2023-04-13 14:55:11.057331,BK,0,No input available.
2023-04-13 14:55:11.065310,Update,0,No input available.
2023-04-13 14:55:11.067305,Error,0,No input available.
2023-04-13 14:55:11.072292,Zombie,0,No input available.
2023-04-13 14:55:12.025094,Desktop,0,No input available.
2023-04-13 14:55:12.285398,Task switching,0,No input available.
2023-04-13 14:55:12.849054,#b2c5-security | ICT++ - Discord,0,No input available.
